candidate_name,district,constituency,party,votes_total,vote_share_pct,position,gender,age,assets,liabilities,criminal_cases
,,Cuddalore,,,,7,,,,,
,,Cuddalore,,,,15,,,,,
,,Cuddalore,,,,12,,,,,
,,Cuddalore,,,,3,,,,,
,,Cuddalore,,,,16,,,,,
,,Cuddalore,,,,13,,,,,
,,Cuddalore,,,,14,,,,,
,,Cuddalore,,,,10,,,,,
,,Cuddalore,,,,9,,,,,
,,Cuddalore,,,,8,,,,,
,,Cuddalore,,,,6,,,,,
,,Kurinjipadi,,,,2,,,,,
,,Kurinjipadi,,,,1,,,,,
,,Kurinjipadi,,,,8,,,,,
,,Kurinjipadi,,,,5,,,,,
,,Kurinjipadi,,,,3,,,,,
,,Kurinjipadi,,,,10,,,,,
,,Kurinjipadi,,,,6,,,,,
,,Kurinjipadi,,,,9,,,,,
,,Kurinjipadi,,,,13,,,,,
,,Kurinjipadi,,,,11,,,,,
,,Kurinjipadi,,,,12,,,,,
,,Kurinjipadi,,,,7,,,,,
,,Kurinjipadi,,,,4,,,,,
,,Bhuvanagiri,,,,1,,,,,
,,Bhuvanagiri,,,,6,,,,,
,,Bhuvanagiri,,,,2,,,,,
,,Bhuvanagiri,,,,4,,,,,
,,Bhuvanagiri,,,,3,,,,,
,,Bhuvanagiri,,,,8,,,,,
,,Bhuvanagiri,,,,13,,,,,
,,Bhuvanagiri,,,,15,,,,,
,,Bhuvanagiri,,,,9,,,,,
,,Bhuvanagiri,,,,14,,,,,
,,Bhuvanagiri,,,,11,,,,,
,,Bhuvanagiri,,,,12,,,,,
,,Bhuvanagiri,,,,7,,,,,
,,Bhuvanagiri,,,,10,,,,,
,,Bhuvanagiri,,,,5,,,,,
,,Chidambaram,,,,7,,,,,
,,Chidambaram,,,,1,,,,,
,,Chidambaram,,,,2,,,,,
,,Chidambaram,,,,9,,,,,
,,Chidambaram,,,,4,,,,,
,,Chidambaram,,,,3,,,,,
,,Chidambaram,,,,5,,,,,
,,Chidambaram,,,,12,,,,,
,,Chidambaram,,,,11,,,,,
,,Chidambaram,,,,8,,,,,
,,Chidambaram,,,,10,,,,,
,,Chidambaram,,,,6,,,,,
,,Kattumannarkoil,,,,9,,,,,
,,Kattumannarkoil,,,,2,,,,,
,,Kattumannarkoil,,,,8,,,,,
,,Kattumannarkoil,,,,1,,,,,
,,Kattumannarkoil,,,,5,,,,,
,,Kattumannarkoil,,,,14,,,,,
,,Kattumannarkoil,,,,4,,,,,
,,Kattumannarkoil,,,,3,,,,,
,,Kattumannarkoil,,,,10,,,,,
,,Kattumannarkoil,,,,6,,,,,
,,Kattumannarkoil,,,,11,,,,,
,,Kattumannarkoil,,,,13,,,,,
,,Kattumannarkoil,,,,12,,,,,
,,Kattumannarkoil,,,,7,,,,,
,,Sirkazhi,,,,1,,,,,
,,Sirkazhi,,,,2,,,,,
,,Sirkazhi,,,,7,,,,,
,,Sirkazhi,,,,10,,,,,
,,Sirkazhi,,,,3,,,,,
,,Sirkazhi,,,,4,,,,,
,,Sirkazhi,,,,5,,,,,
,,Sirkazhi,,,,11,,,,,
,,Sirkazhi,,,,9,,,,,
,,Sirkazhi,,,,8,,,,,
,,Sirkazhi,,,,6,,,,,
,,Mayiladuthurai,,,,8,,,,,
,,Mayiladuthurai,,,,1,,,,,
,,Mayiladuthurai,,,,4,,,,,
,,Mayiladuthurai,,,,3,,,,,
,,Mayiladuthurai,,,,2,,,,,
,,Mayiladuthurai,,,,5,,,,,
,,Mayiladuthurai,,,,7,,,,,
,,Mayiladuthurai,,,,12,,,,,
,,Mayiladuthurai,,,,14,,,,,
,,Mayiladuthurai,,,,15,,,,,
,,Mayiladuthurai,,,,10,,,,,
,,Mayiladuthurai,,,,13,,,,,
,,Mayiladuthurai,,,,11,,,,,
,,Mayiladuthurai,,,,9,,,,,
,,Mayiladuthurai,,,,6,,,,,
,,Poompuhar,,,,7,,,,,
,,Poompuhar,,,,2,,,,,
,,Poompuhar,,,,1,,,,,
,,Poompuhar,,,,3,,,,,
,,Poompuhar,,,,4,,,,,
,,Poompuhar,,,,5,,,,,
,,Poompuhar,,,,10,,,,,
,,Poompuhar,,,,8,,,,,
,,Poompuhar,,,,9,,,,,
,,Poompuhar,,,,6,,,,,
,,Nagapattinam,,,,2,,,,,
,,Nagapattinam,,,,3,,,,,
,,Nagapattinam,,,,12,,,,,
,,Nagapattinam,,,,5,,,,,
,,Nagapattinam,,,,14,,,,,
,,Nagapattinam,,,,4,,,,,
,,Nagapattinam,,,,7,,,,,
,,Nagapattinam,,,,1,,,,,
,,Nagapattinam,,,,9,,,,,
,,Nagapattinam,,,,11,,,,,
,,Nagapattinam,,,,10,,,,,
,,Nagapattinam,,,,13,,,,,
,,Nagapattinam,,,,8,,,,,
,,Nagapattinam,,,,6,,,,,
,,Kilvelur,,,,7,,,,,
,,Kilvelur,,,,1,,,,,
,,Kilvelur,,,,4,,,,,
,,Kilvelur,,,,5,,,,,
,,Kilvelur,,,,3,,,,,
,,Kilvelur,,,,9,,,,,
,,Kilvelur,,,,2,,,,,
,,Kilvelur,,,,8,,,,,
,,Kilvelur,,,,11,,,,,
,,Kilvelur,,,,10,,,,,
,,Kilvelur,,,,6,,,,,
,,Vedaranyam,,,,6,,,,,
,,Vedaranyam,,,,1,,,,,
,,Vedaranyam,,,,2,,,,,
,,Vedaranyam,,,,4,,,,,
,,Vedaranyam,,,,3,,,,,
,,Vedaranyam,,,,11,,,,,
,,Vedaranyam,,,,7,,,,,
,,Vedaranyam,,,,13,,,,,
,,Vedaranyam,,,,12,,,,,
,,Vedaranyam,,,,10,,,,,
,,Vedaranyam,,,,8,,,,,
,,Vedaranyam,,,,9,,,,,
,,Vedaranyam,,,,5,,,,,
,,Thiruthuraipoondi,,,,2,,,,,
,,Thiruthuraipoondi,,,,1,,,,,
,,Thiruthuraipoondi,,,,3,,,,,
,,Thiruthuraipoondi,,,,7,,,,,
,,Thiruthuraipoondi,,,,4,,,,,
,,Thiruthuraipoondi,,,,12,,,,,
,,Thiruthuraipoondi,,,,8,,,,,
,,Thiruthuraipoondi,,,,11,,,,,
,,Thiruthuraipoondi,,,,10,,,,,
,,Thiruthuraipoondi,,,,9,,,,,
,,Thiruthuraipoondi,,,,6,,,,,
,,Thiruthuraipoondi,,,,5,,,,,
,,Mannargudi,,,,2,,,,,
,,Mannargudi,,,,1,,,,,
,,Mannargudi,,,,4,,,,,
,,Mannargudi,,,,6,,,,,
,,Mannargudi,,,,3,,,,,
,,Mannargudi,,,,8,,,,,
,,Mannargudi,,,,5,,,,,
,,Mannargudi,,,,11,,,,,
,,Mannargudi,,,,10,,,,,
,,Mannargudi,,,,9,,,,,
,,Mannargudi,,,,7,,,,,
,,Thiruvarur,,,,1,,,,,
,,Thiruvarur,,,,8,,,,,
,,Thiruvarur,,,,2,,,,,
,,Thiruvarur,,,,5,,,,,
,,Thiruvarur,,,,7,,,,,
,,Thiruvarur,,,,10,,,,,
,,Thiruvarur,,,,4,,,,,
,,Thiruvarur,,,,3,,,,,
,,Thiruvarur,,,,13,,,,,
,,Thiruvarur,,,,14,,,,,
,,Thiruvarur,,,,9,,,,,
,,Thiruvarur,,,,11,,,,,
,,Thiruvarur,,,,12,,,,,
,,Thiruvarur,,,,6,,,,,
,,Nannilam,,,,1,,,,,
,,Nannilam,,,,6,,,,,
,,Nannilam,,,,2,,,,,
,,Nannilam,,,,4,,,,,
,,Nannilam,,,,7,,,,,
,,Nannilam,,,,14,,,,,
,,Nannilam,,,,13,,,,,
,,Nannilam,,,,3,,,,,
,,Nannilam,,,,10,,,,,
,,Nannilam,,,,9,,,,,
,,Nannilam,,,,16,,,,,
,,Nannilam,,,,15,,,,,
,,Nannilam,,,,11,,,,,
,,Nannilam,,,,8,,,,,
,,Nannilam,,,,12,,,,,
,,Nannilam,,,,5,,,,,
,,Thiruvidaimarudur,,,,1,,,,,
,,Thiruvidaimarudur,,,,4,,,,,
,,Thiruvidaimarudur,,,,2,,,,,
,,Thiruvidaimarudur,,,,7,,,,,
,,Thiruvidaimarudur,,,,5,,,,,
,,Thiruvidaimarudur,,,,12,,,,,
,,Thiruvidaimarudur,,,,3,,,,,
,,Thiruvidaimarudur,,,,9,,,,,
,,Thiruvidaimarudur,,,,13,,,,,
,,Thiruvidaimarudur,,,,15,,,,,
,,Thiruvidaimarudur,,,,14,,,,,
,,Thiruvidaimarudur,,,,11,,,,,
,,Thiruvidaimarudur,,,,8,,,,,
,,Thiruvidaimarudur,,,,10,,,,,
,,Thiruvidaimarudur,,,,6,,,,,
,,Kumbakonam,,,,1,,,,,
,,Kumbakonam,,,,2,,,,,
,,Kumbakonam,,,,3,,,,,
,,Kumbakonam,,,,5,,,,,
,,Kumbakonam,,,,4,,,,,
,,Kumbakonam,,,,8,,,,,
,,Kumbakonam,,,,7,,,,,
,,Kumbakonam,,,,10,,,,,
,,Kumbakonam,,,,11,,,,,
,,Kumbakonam,,,,9,,,,,
,,Kumbakonam,,,,6,,,,,
,,Papanasam,,,,2,,,,,
,,Papanasam,,,,1,,,,,
,,Papanasam,,,,4,,,,,
,,Papanasam,,,,5,,,,,
,,Papanasam,,,,10,,,,,
,,Papanasam,,,,12,,,,,
,,Papanasam,,,,3,,,,,
,,Papanasam,,,,11,,,,,
,,Papanasam,,,,7,,,,,
,,Papanasam,,,,13,,,,,
,,Papanasam,,,,14,,,,,
,,Papanasam,,,,8,,,,,
,,Papanasam,,,,9,,,,,
,,Papanasam,,,,6,,,,,
,,Thiruvaiyaru,,,,8,,,,,
,,Thiruvaiyaru,,,,1,,,,,
,,Thiruvaiyaru,,,,2,,,,,
,,Thiruvaiyaru,,,,5,,,,,
,,Thiruvaiyaru,,,,3,,,,,
,,Thiruvaiyaru,,,,13,,,,,
,,Thiruvaiyaru,,,,4,,,,,
,,Thiruvaiyaru,,,,11,,,,,
,,Thiruvaiyaru,,,,10,,,,,
,,Thiruvaiyaru,,,,12,,,,,
,,Thiruvaiyaru,,,,7,,,,,
,,Thiruvaiyaru,,,,9,,,,,
,,Thiruvaiyaru,,,,6,,,,,
,,Thanjavur,,,,2,,,,,
,,Thanjavur,,,,5,,,,,
,,Thanjavur,,,,7,,,,,
,,Thanjavur,,,,1,,,,,
,,Thanjavur,,,,4,,,,,
,,Thanjavur,,,,3,,,,,
,,Thanjavur,,,,9,,,,,
,,Thanjavur,,,,11,,,,,
,,Thanjavur,,,,13,,,,,
,,Thanjavur,,,,10,,,,,
,,Thanjavur,,,,12,,,,,
,,Thanjavur,,,,8,,,,,
,,Thanjavur,,,,6,,,,,
,,Orathanadu,,,,2,,,,,
,,Orathanadu,,,,1,,,,,
,,Orathanadu,,,,8,,,,,
,,Orathanadu,,,,4,,,,,
,,Orathanadu,,,,3,,,,,
,,Orathanadu,,,,11,,,,,
,,Orathanadu,,,,13,,,,,
,,Orathanadu,,,,7,,,,,
,,Orathanadu,,,,12,,,,,
,,Orathanadu,,,,5,,,,,
,,Orathanadu,,,,10,,,,,
,,Orathanadu,,,,9,,,,,
,,Orathanadu,,,,6,,,,,
,,Pattukkottai,,,,1,,,,,
,,Pattukkottai,,,,2,,,,,
,,Pattukkottai,,,,4,,,,,
,,Pattukkottai,,,,6,,,,,
,,Pattukkottai,,,,9,,,,,
,,Pattukkottai,,,,5,,,,,
,,Pattukkottai,,,,8,,,,,
,,Pattukkottai,,,,3,,,,,
,,Pattukkottai,,,,7,,,,,
,,Peravurani,,,,1,,,,,
,,Peravurani,,,,4,,,,,
,,Peravurani,,,,2,,,,,
,,Peravurani,,,,7,,,,,
,,Peravurani,,,,3,,,,,
,,Peravurani,,,,6,,,,,
,,Peravurani,,,,9,,,,,
,,Peravurani,,,,8,,,,,
,,Peravurani,,,,5,,,,,
,,Gandarvakkottai,,,,1,,,,,
,,Gandarvakkottai,,,,2,,,,,
,,Gandarvakkottai,,,,6,,,,,
,,Gandarvakkottai,,,,7,,,,,
,,Gandarvakkottai,,,,13,,,,,
,,Gandarvakkottai,,,,12,,,,,
,,Gandarvakkottai,,,,4,,,,,
,,Gandarvakkottai,,,,3,,,,,
,,Gandarvakkottai,,,,14,,,,,
,,Gandarvakkottai,,,,9,,,,,
,,Gandarvakkottai,,,,15,,,,,
,,Gandarvakkottai,,,,10,,,,,
,,Gandarvakkottai,,,,11,,,,,
,,Gandarvakkottai,,,,8,,,,,
,,Gandarvakkottai,,,,5,,,,,
,,Viralimalai,,,,11,,,,,
,,Viralimalai,,,,2,,,,,
,,Viralimalai,,,,1,,,,,
,,Viralimalai,,,,3,,,,,
,,Viralimalai,,,,13,,,,,
,,Viralimalai,,,,4,,,,,
,,Viralimalai,,,,6,,,,,
,,Viralimalai,,,,21,,,,,
,,Viralimalai,,,,23,,,,,
,,Viralimalai,,,,22,,,,,
,,Viralimalai,,,,20,,,,,
,,Viralimalai,,,,19,,,,,
,,Viralimalai,,,,5,,,,,
,,Viralimalai,,,,7,,,,,
,,Viralimalai,,,,12,,,,,
,,Viralimalai,,,,15,,,,,
,,Viralimalai,,,,18,,,,,
,,Viralimalai,,,,10,,,,,
,,Viralimalai,,,,8,,,,,
,,Viralimalai,,,,17,,,,,
,,Viralimalai,,,,16,,,,,
,,Viralimalai,,,,14,,,,,
,,Viralimalai,,,,9,,,,,
,,Pudukkottai,,,,2,,,,,
,,Pudukkottai,,,,5,,,,,
,,Pudukkottai,,,,1,,,,,
,,Pudukkottai,,,,8,,,,,
,,Pudukkottai,,,,16,,,,,
,,Pudukkottai,,,,3,,,,,
,,Pudukkottai,,,,9,,,,,
,,Pudukkottai,,,,4,,,,,
,,Pudukkottai,,,,22,,,,,
,,Pudukkottai,,,,15,,,,,
,,Pudukkottai,,,,20,,,,,
,,Pudukkottai,,,,10,,,,,
,,Pudukkottai,,,,18,,,,,
,,Pudukkottai,,,,13,,,,,
,,Pudukkottai,,,,14,,,,,
,,Pudukkottai,,,,7,,,,,
,,Pudukkottai,,,,11,,,,,
,,Pudukkottai,,,,17,,,,,
,,Pudukkottai,,,,12,,,,,
,,Pudukkottai,,,,19,,,,,
,,Pudukkottai,,,,21,,,,,
,,Pudukkottai,,,,6,,,,,
,,Thirumayam,,,,1,,,,,
,,Thirumayam,,,,2,,,,,
,,Thirumayam,,,,8,,,,,
,,Thirumayam,,,,13,,,,,
,,Thirumayam,,,,4,,,,,
,,Thirumayam,,,,6,,,,,
,,Thirumayam,,,,17,,,,,
,,Thirumayam,,,,5,,,,,
,,Thirumayam,,,,10,,,,,
,,Thirumayam,,,,21,,,,,
,,Thirumayam,,,,19,,,,,
,,Thirumayam,,,,22,,,,,
,,Thirumayam,,,,16,,,,,
,,Thirumayam,,,,14,,,,,
,,Thirumayam,,,,12,,,,,
,,Thirumayam,,,,3,,,,,
,,Thirumayam,,,,9,,,,,
,,Thirumayam,,,,11,,,,,
,,Thirumayam,,,,15,,,,,
,,Thirumayam,,,,20,,,,,
,,Thirumayam,,,,23,,,,,
,,Thirumayam,,,,18,,,,,
,,Thirumayam,,,,7,,,,,
,,Alangudi,,,,7,,,,,
,,Alangudi,,,,2,,,,,
,,Alangudi,,,,1,,,,,
,,Alangudi,,,,3,,,,,
,,Alangudi,,,,10,,,,,
,,Alangudi,,,,11,,,,,
,,Alangudi,,,,4,,,,,
,,Alangudi,,,,5,,,,,
,,Alangudi,,,,12,,,,,
,,Alangudi,,,,8,,,,,
,,Alangudi,,,,9,,,,,
,,Alangudi,,,,6,,,,,
,,Aranthangi,,,,1,,,,,
,,Aranthangi,,,,2,,,,,
,,Aranthangi,,,,9,,,,,
,,Aranthangi,,,,10,,,,,
,,Aranthangi,,,,19,,,,,
,,Aranthangi,,,,22,,,,,
,,Aranthangi,,,,20,,,,,
,,Aranthangi,,,,4,,,,,
,,Aranthangi,,,,8,,,,,
,,Aranthangi,,,,3,,,,,
,,Aranthangi,,,,21,,,,,
,,Aranthangi,,,,17,,,,,
,,Aranthangi,,,,14,,,,,
,,Aranthangi,,,,18,,,,,
,,Aranthangi,,,,7,,,,,
,,Aranthangi,,,,12,,,,,
,,Aranthangi,,,,13,,,,,
,,Aranthangi,,,,15,,,,,
,,Aranthangi,,,,6,,,,,
,,Aranthangi,,,,16,,,,,
,,Aranthangi,,,,5,,,,,
,,Aranthangi,,,,23,,,,,
,,Aranthangi,,,,11,,,,,
,,Karaikudi,,,,8,,,,,
,,Karaikudi,,,,1,,,,,
,,Karaikudi,,,,2,,,,,
,,Karaikudi,,,,4,,,,,
,,Karaikudi,,,,3,,,,,
,,Karaikudi,,,,13,,,,,
,,Karaikudi,,,,5,,,,,
,,Karaikudi,,,,7,,,,,
,,Karaikudi,,,,12,,,,,
,,Karaikudi,,,,11,,,,,
,,Karaikudi,,,,14,,,,,
,,Karaikudi,,,,9,,,,,
,,Karaikudi,,,,10,,,,,
,,Karaikudi,,,,6,,,,,
,,Tiruppattur,,,,2,,,,,
,,Tiruppattur,,,,1,,,,,
,,Tiruppattur,,,,6,,,,,
,,Tiruppattur,,,,5,,,,,
,,Tiruppattur,,,,3,,,,,
,,Tiruppattur,,,,13,,,,,
,,Tiruppattur,,,,19,,,,,
,,Tiruppattur,,,,16,,,,,
,,Tiruppattur,,,,20,,,,,
,,Tiruppattur,,,,26,,,,,
,,Tiruppattur,,,,23,,,,,
,,Tiruppattur,,,,21,,,,,
,,Tiruppattur,,,,14,,,,,
,,Tiruppattur,,,,4,,,,,
,,Tiruppattur,,,,12,,,,,
,,Tiruppattur,,,,9,,,,,
,,Tiruppattur,,,,8,,,,,
,,Tiruppattur,,,,10,,,,,
,,Tiruppattur,,,,17,,,,,
,,Tiruppattur,,,,24,,,,,
,,Tiruppattur,,,,22,,,,,
,,Tiruppattur,,,,11,,,,,
,,Tiruppattur,,,,15,,,,,
,,Tiruppattur,,,,27,,,,,
,,Tiruppattur,,,,25,,,,,
,,Tiruppattur,,,,18,,,,,
,,Tiruppattur,,,,7,,,,,
,,Sivaganga,,,,2,,,,,
,,Sivaganga,,,,1,,,,,
,,Sivaganga,,,,4,,,,,
,,Sivaganga,,,,8,,,,,
,,Sivaganga,,,,3,,,,,
,,Sivaganga,,,,11,,,,,
,,Sivaganga,,,,5,,,,,
,,Sivaganga,,,,15,,,,,
,,Sivaganga,,,,16,,,,,
,,Sivaganga,,,,13,,,,,
,,Sivaganga,,,,14,,,,,
,,Sivaganga,,,,9,,,,,
,,Sivaganga,,,,12,,,,,
,,Sivaganga,,,,10,,,,,
,,Sivaganga,,,,6,,,,,
,,Sivaganga,,,,7,,,,,
,,Manamadurai,,,,1,,,,,
,,Manamadurai,,,,2,,,,,
,,Manamadurai,,,,3,,,,,
,,Manamadurai,,,,8,,,,,
,,Manamadurai,,,,5,,,,,
,,Manamadurai,,,,4,,,,,
,,Manamadurai,,,,11,,,,,
,,Manamadurai,,,,13,,,,,
,,Manamadurai,,,,14,,,,,
,,Manamadurai,,,,10,,,,,
,,Manamadurai,,,,12,,,,,
,,Manamadurai,,,,9,,,,,
,,Manamadurai,,,,7,,,,,
,,Manamadurai,,,,6,,,,,
,,Melur,,,,2,,,,,
,,Melur,,,,1,,,,,
,,Melur,,,,5,,,,,
,,Melur,,,,4,,,,,
,,Melur,,,,12,,,,,
,,Melur,,,,3,,,,,
,,Melur,,,,13,,,,,
,,Melur,,,,9,,,,,
,,Melur,,,,15,,,,,
,,Melur,,,,16,,,,,
,,Melur,,,,11,,,,,
,,Melur,,,,14,,,,,
,,Melur,,,,7,,,,,
,,Melur,,,,8,,,,,
,,Melur,,,,10,,,,,
,,Melur,,,,6,,,,,
,,Madurai East,,,,2,,,,,
,,Madurai East,,,,1,,,,,
,,Madurai East,,,,5,,,,,
,,Madurai East,,,,7,,,,,
,,Madurai East,,,,15,,,,,
,,Madurai East,,,,4,,,,,
,,Madurai East,,,,13,,,,,
,,Madurai East,,,,10,,,,,
,,Madurai East,,,,14,,,,,
,,Madurai East,,,,3,,,,,
,,Madurai East,,,,11,,,,,
,,Madurai East,,,,9,,,,,
,,Madurai East,,,,16,,,,,
,,Madurai East,,,,8,,,,,
,,Madurai East,,,,12,,,,,
,,Madurai East,,,,6,,,,,
,,Sholavandan,,,,2,,,,,
,,Sholavandan,,,,1,,,,,
,,Sholavandan,,,,4,,,,,
,,Sholavandan,,,,10,,,,,
,,Sholavandan,,,,14,,,,,
,,Sholavandan,,,,12,,,,,
,,Sholavandan,,,,3,,,,,
,,Sholavandan,,,,5,,,,,
,,Sholavandan,,,,19,,,,,
,,Sholavandan,,,,15,,,,,
,,Sholavandan,,,,9,,,,,
,,Sholavandan,,,,18,,,,,
,,Sholavandan,,,,20,,,,,
,,Sholavandan,,,,17,,,,,
,,Sholavandan,,,,13,,,,,
,,Sholavandan,,,,11,,,,,
,,Sholavandan,,,,7,,,,,
,,Sholavandan,,,,8,,,,,
,,Sholavandan,,,,16,,,,,
,,Sholavandan,,,,21,,,,,
,,Sholavandan,,,,6,,,,,
,,Madurai North,,,,2,,,,,
,,Madurai North,,,,1,,,,,
,,Madurai North,,,,4,,,,,
,,Madurai North,,,,3,,,,,
,,Madurai North,,,,8,,,,,
,,Madurai North,,,,12,,,,,
,,Madurai North,,,,5,,,,,
,,Madurai North,,,,10,,,,,
,,Madurai North,,,,14,,,,,
,,Madurai North,,,,13,,,,,
,,Madurai North,,,,16,,,,,
,,Madurai North,,,,15,,,,,
,,Madurai North,,,,9,,,,,
,,Madurai North,,,,11,,,,,
,,Madurai North,,,,7,,,,,
,,Madurai North,,,,6,,,,,
,,Madurai South,,,,2,,,,,
,,Madurai South,,,,1,,,,,
,,Madurai South,,,,4,,,,,
,,Madurai South,,,,3,,,,,
,,Madurai South,,,,13,,,,,
,,Madurai South,,,,11,,,,,
,,Madurai South,,,,5,,,,,
,,Madurai South,,,,14,,,,,
,,Madurai South,,,,7,,,,,
,,Madurai South,,,,12,,,,,
,,Madurai South,,,,9,,,,,
,,Madurai South,,,,10,,,,,
,,Madurai South,,,,8,,,,,
,,Madurai South,,,,6,,,,,
,,Madurai Central,,,,10,,,,,
,,Madurai Central,,,,1,,,,,
,,Madurai Central,,,,2,,,,,
,,Madurai Central,,,,9,,,,,
,,Madurai Central,,,,6,,,,,
,,Madurai Central,,,,4,,,,,
,,Madurai Central,,,,3,,,,,
,,Madurai Central,,,,13,,,,,
,,Madurai Central,,,,11,,,,,
,,Madurai Central,,,,5,,,,,
,,Madurai Central,,,,8,,,,,
,,Madurai Central,,,,15,,,,,
,,Madurai Central,,,,14,,,,,
,,Madurai Central,,,,12,,,,,
,,Madurai Central,,,,7,,,,,
,,Madurai West,,,,2,,,,,
,,Madurai West,,,,5,,,,,
,,Madurai West,,,,1,,,,,
,,Madurai West,,,,9,,,,,
,,Madurai West,,,,13,,,,,
,,Madurai West,,,,6,,,,,
,,Madurai West,,,,4,,,,,
,,Madurai West,,,,3,,,,,
,,Madurai West,,,,12,,,,,
,,Madurai West,,,,14,,,,,
,,Madurai West,,,,16,,,,,
,,Madurai West,,,,15,,,,,
,,Madurai West,,,,11,,,,,
,,Madurai West,,,,8,,,,,
,,Madurai West,,,,10,,,,,
,,Madurai West,,,,7,,,,,
,,Thiruparankundram,,,,2,,,,,
,,Thiruparankundram,,,,1,,,,,
,,Thiruparankundram,,,,8,,,,,
,,Thiruparankundram,,,,5,,,,,
,,Thiruparankundram,,,,4,,,,,
,,Thiruparankundram,,,,17,,,,,
,,Thiruparankundram,,,,18,,,,,
,,Thiruparankundram,,,,10,,,,,
,,Thiruparankundram,,,,3,,,,,
,,Thiruparankundram,,,,7,,,,,
,,Thiruparankundram,,,,19,,,,,
,,Thiruparankundram,,,,12,,,,,
,,Thiruparankundram,,,,15,,,,,
,,Thiruparankundram,,,,23,,,,,
,,Thiruparankundram,,,,16,,,,,
,,Thiruparankundram,,,,11,,,,,
,,Thiruparankundram,,,,14,,,,,
,,Thiruparankundram,,,,13,,,,,
,,Thiruparankundram,,,,22,,,,,
,,Thiruparankundram,,,,21,,,,,
,,Thiruparankundram,,,,9,,,,,
,,Thiruparankundram,,,,20,,,,,
,,Thiruparankundram,,,,24,,,,,
,,Thiruparankundram,,,,6,,,,,
,,Thirumangalam,,,,1,,,,,
,,Thirumangalam,,,,2,,,,,
,,Thirumangalam,,,,3,,,,,
,,Thirumangalam,,,,15,,,,,
,,Thirumangalam,,,,4,,,,,
,,Thirumangalam,,,,16,,,,,
,,Thirumangalam,,,,17,,,,,
,,Thirumangalam,,,,5,,,,,
,,Thirumangalam,,,,20,,,,,
,,Thirumangalam,,,,23,,,,,
,,Thirumangalam,,,,24,,,,,
,,Thirumangalam,,,,18,,,,,
,,Thirumangalam,,,,22,,,,,
,,Thirumangalam,,,,14,,,,,
,,Thirumangalam,,,,12,,,,,
,,Thirumangalam,,,,9,,,,,
,,Thirumangalam,,,,8,,,,,
,,Thirumangalam,,,,10,,,,,
,,Thirumangalam,,,,13,,,,,
,,Thirumangalam,,,,11,,,,,
,,Thirumangalam,,,,6,,,,,
,,Thirumangalam,,,,25,,,,,
,,Thirumangalam,,,,21,,,,,
,,Thirumangalam,,,,19,,,,,
,,Thirumangalam,,,,7,,,,,
,,Usilampatti,,,,1,,,,,
,,Usilampatti,,,,2,,,,,
,,Usilampatti,,,,8,,,,,
,,Usilampatti,,,,4,,,,,
,,Usilampatti,,,,6,,,,,
,,Usilampatti,,,,11,,,,,
,,Usilampatti,,,,3,,,,,
,,Usilampatti,,,,12,,,,,
,,Usilampatti,,,,14,,,,,
,,Usilampatti,,,,5,,,,,
,,Usilampatti,,,,15,,,,,
,,Usilampatti,,,,9,,,,,
,,Usilampatti,,,,10,,,,,
,,Usilampatti,,,,13,,,,,
,,Usilampatti,,,,7,,,,,
,,Andipatti,,,,10,,,,,
,,Andipatti,,,,1,,,,,
,,Andipatti,,,,2,,,,,
,,Andipatti,,,,7,,,,,
,,Andipatti,,,,5,,,,,
,,Andipatti,,,,20,,,,,
,,Andipatti,,,,17,,,,,
,,Andipatti,,,,15,,,,,
,,Andipatti,,,,18,,,,,
,,Andipatti,,,,4,,,,,
,,Andipatti,,,,3,,,,,
,,Andipatti,,,,16,,,,,
,,Andipatti,,,,21,,,,,
,,Andipatti,,,,19,,,,,
,,Andipatti,,,,12,,,,,
,,Andipatti,,,,11,,,,,
,,Andipatti,,,,13,,,,,
,,Andipatti,,,,9,,,,,
,,Andipatti,,,,8,,,,,
,,Andipatti,,,,14,,,,,
,,Andipatti,,,,6,,,,,
,,Periyakulam,,,,1,,,,,
,,Periyakulam,,,,2,,,,,
,,Periyakulam,,,,3,,,,,
,,Periyakulam,,,,9,,,,,
,,Periyakulam,,,,5,,,,,
,,Periyakulam,,,,11,,,,,
,,Periyakulam,,,,4,,,,,
,,Periyakulam,,,,7,,,,,
,,Periyakulam,,,,16,,,,,
,,Periyakulam,,,,8,,,,,
,,Periyakulam,,,,15,,,,,
,,Periyakulam,,,,13,,,,,
,,Periyakulam,,,,12,,,,,
,,Periyakulam,,,,14,,,,,
,,Periyakulam,,,,10,,,,,
,,Periyakulam,,,,6,,,,,
,,Bodinayakanur,,,,2,,,,,
,,Bodinayakanur,,,,1,,,,,
,,Bodinayakanur,,,,7,,,,,
,,Bodinayakanur,,,,13,,,,,
,,Bodinayakanur,,,,5,,,,,
,,Bodinayakanur,,,,20,,,,,
,,Bodinayakanur,,,,19,,,,,
,,Bodinayakanur,,,,17,,,,,
,,Bodinayakanur,,,,3,,,,,
,,Bodinayakanur,,,,4,,,,,
,,Bodinayakanur,,,,24,,,,,
,,Bodinayakanur,,,,18,,,,,
,,Bodinayakanur,,,,11,,,,,
,,Bodinayakanur,,,,15,,,,,
,,Bodinayakanur,,,,12,,,,,
,,Bodinayakanur,,,,10,,,,,
,,Bodinayakanur,,,,9,,,,,
,,Bodinayakanur,,,,8,,,,,
